itemId,fieldId,subjectId,source,overallScore,vignetteQuality,highYieldValue,distractors,correctAnswerExplanation,integrationThinking,overallPolish,platformFit,polishScore,examReady,difficultySuggestion,topIssues,recommendations,tagsSuggestion,testedConcepts
cmpnjj36i07vl1ymxlmgb6aar,usmle-step-1,microbiology,polished,7.5,8.2,5,9.5,9,7,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36i07vn1ymxfeo1kr5w,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,8,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36i07vo1ymxib4d4b9t,usmle-step-1,microbiology,polished,7.8,8.2,5,9.5,9,8.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj36i07vq1ymxq1z1qjou,usmle-step-1,microbiology,polished,7.9,9.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36j07vr1ymxo3pq99i7,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj36j07vs1ymxud2zdcj7,usmle-step-1,microbiology,polished,7.8,8.2,5,9.5,9,8.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj36j07vt1ymxmcu85h6g,usmle-step-1,microbiology,polished,7.8,9.2,5,9.5,9,8,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36j07vu1ymxw1dg28hp,usmle-step-1,microbiology,polished,7.7,9,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj36j07vv1ymxbmo9oxrj,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36j07vw1ymxzkqi3yfg,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,7,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36j07vy1ymxn3p24ykt,usmle-step-1,microbiology,polished,7.6,8.2,5,9.5,9,7,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj36j07vz1ymxzaisslnb,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,6.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36j07w01ymx0f3b7atw,usmle-step-1,microbiology,polished,7.9,8.2,5.5,9.5,9,8.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5.5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj36j07w21ymxbnff35dz,usmle-step-1,microbiology,polished,7.7,8.2,5,9.5,9,8,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36j07w31ymx2nuw9hba,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,6.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36j07w41ymxqjauadxv,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,8,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36j07w61ymxg8e4xsw9,usmle-step-1,microbiology,polished,7.7,9,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36j07w71ymxf9x43lu7,usmle-step-1,microbiology,polished,7.7,9,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj36j07w81ymxpskrfvdl,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,7,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36j07w91ymxzlzr0qo6,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,6.5,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj36j07wa1ymxm62yz16w,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,6.5,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36j07wb1ymxzid7rox2,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj36j07wc1ymxmb3w5et2,usmle-step-1,microbiology,polished,7.7,8.7,5,9.5,9,7,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj36j07wd1ymx5tx6dxff,usmle-step-1,microbiology,polished,7.7,9,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj36j07we1ymxe840hsv4,usmle-step-1,microbiology,polished,7.9,9.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj36k07wf1ymxhvv2k5aj,usmle-step-1,microbiology,polished,7.9,8.7,5.5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5.5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj36k07wg1ymxpmeh3znr,usmle-step-1,microbiology,polished,7.7,9,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj36k07wi1ymxu8kma6l8,usmle-step-1,microbiology,polished,7.8,9.2,5,9.5,9,8,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3is07wk1ymxakj41t7a,usmle-step-1,microbiology,polished,7.7,10,5,9.5,9,6.5,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3is07wl1ymx2559z55a,usmle-step-1,microbiology,polished,7.8,9.2,5,9.5,9,8,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3it07wm1ymxwouljclj,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3it07wp1ymx1v5tkkre,usmle-step-1,microbiology,polished,7.9,8.7,5.5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5.5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3it07wq1ymxhs1x608v,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,7,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3it07ws1ymxcw47dr3p,usmle-step-1,microbiology,polished,7.6,8.2,5,9.5,9,7,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3it07wu1ymxf1s024nb,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,8,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3it07wx1ymxb2qaorp2,usmle-step-1,microbiology,polished,7.5,8.2,5,9.5,9,7,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3it07wy1ymx4h3pk1a4,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,7,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3it07wz1ymx86xjzkej,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,6.5,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3it07x11ymxxba8rmqb,usmle-step-1,microbiology,polished,7.5,8.2,5,9.5,9,7,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3it07x51ymx3bwygqax,usmle-step-1,microbiology,polished,7.7,8.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3it07x71ymxrxfwqw4o,usmle-step-1,microbiology,polished,7.8,8.7,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3it07x91ymx4ccqsezo,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,6.5,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3it07xa1ymx8imv7ccl,usmle-step-1,microbiology,polished,7.9,8.7,5.5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5.5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3it07xc1ymx090a7kez,usmle-step-1,microbiology,polished,7.9,9.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3it07xe1ymxf1e5nr4x,usmle-step-1,microbiology,polished,7.5,8.7,5,9.5,9,6.5,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3it07xf1ymxz0zugs7o,usmle-step-1,microbiology,polished,7.7,8.7,5,9.5,9,7,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3it07xg1ymxm6cx8zu6,usmle-step-1,microbiology,polished,7.9,8.7,5.5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5.5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3it07xi1ymxn9t8hlih,usmle-step-1,microbiology,polished,7.9,9.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3it07xj1ymxrijco19p,usmle-step-1,microbiology,polished,7.9,9,5,9.5,9,8.5,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3it07xk1ymx8slbso9k,usmle-step-1,microbiology,polished,7.7,10,5,9.5,9,6.5,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3it07xl1ymx3p3yu2qw,usmle-step-1,microbiology,polished,7.7,8.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3it07xm1ymxag5szxl4,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3pf07xo1ymxsi7kc88i,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,7,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07xp1ymx3gcoa08o,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,6.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07xq1ymxjf8hn3dp,usmle-step-1,microbiology,polished,7.6,8.2,5,9.5,9,7,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07xr1ymxb1ppb4z4,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,8,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07xs1ymxiafcwa54,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,7,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07xu1ymxhwrajxdc,usmle-step-1,microbiology,polished,7.7,9,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07xv1ymx2g3bzasb,usmle-step-1,microbiology,polished,7.8,8.2,5,9.5,9,8.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3pf07xw1ymxfn700r8y,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,8,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07xx1ymxfg04hnay,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,8,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07y01ymxoiwe3e6j,usmle-step-1,microbiology,polished,7.7,8.2,5,9.5,9,8,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07y11ymxlstwqzge,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,7,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07y31ymx0g617nl9,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07y51ymxdvg2rodh,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3pf07y61ymx7ry1v3ip,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,6.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3pf07y71ymxjdq9fc0s,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,6.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07y81ymx5azrx4ar,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,6.5,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3pf07ya1ymxkl8h8q3k,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3pf07yb1ymxdplau6rf,usmle-step-1,microbiology,polished,7.5,8.7,5,9.5,9,6.5,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07yd1ymxmdm1geb3,usmle-step-1,microbiology,polished,7.7,8.2,5,9.5,9,8,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07ye1ymxypz5qv9m,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3pf07yg1ymxflj0enqk,usmle-step-1,microbiology,polished,7.9,9.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3pf07yh1ymxvimn2pa0,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,6.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07yi1ymxji4fohdt,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,6.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07yj1ymxw0y3ukou,usmle-step-1,microbiology,polished,7.7,8.7,5,9.5,9,7,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07yk1ymx0v5pmxhh,usmle-step-1,microbiology,polished,7.7,9,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07yl1ymx6twpzdd8,usmle-step-1,microbiology,polished,7.8,8.2,5,9.5,9,8.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3pf07ym1ymxcliulu07,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3pf07yn1ymx0y6pb2hu,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,6.5,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3pf07yp1ymxii6ez0rx,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07yq1ymxtfk001fm,usmle-step-1,microbiology,polished,7.7,8.2,5,9.5,9,8,6.5,7.5,1.000,no,Medium,vignette_validation:warn|stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3pf07yr1ymxeiud1k8z,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,6.5,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3vc07ys1ymxm4hrqgqr,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,6.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3vc07yt1ymxa4gbciro,usmle-step-1,microbiology,polished,7.9,9.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3vc07yv1ymx7p3trzzq,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,7,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3vc07yw1ymx1q3irufm,usmle-step-1,microbiology,polished,7.9,9.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3vc07yy1ymxhfl31rq2,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,6.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3vc07yz1ymx0jxgjw6u,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,6.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3vc07z11ymxlmwffd5j,usmle-step-1,microbiology,polished,7.7,10,5,9.5,9,6.5,6.5,7.5,1.000,no,Medium,stem_lead_in:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3vc07z21ymxu0ugugt3,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,6.5,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3vc07z31ymxx5mexy6x,usmle-step-1,microbiology,polished,7.7,8.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3vc07z51ymxee051mc2,usmle-step-1,microbiology,polished,7.9,9.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3vc07z61ymxskl8bh8c,usmle-step-1,microbiology,polished,7.7,8.2,5,9.5,9,8,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3vc07z71ymx891tb27c,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,6.5,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; diagnosis; microbiology,diagnosis; microbiology
cmpnjj3vc07z91ymxnl7dgo0y,usmle-step-1,microbiology,polished,7.9,10,5,9.5,9,7,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; pathophysiology; microbiology,pathophysiology; microbiology
cmpnjj3vc07za1ymxzh3wmgwf,usmle-step-1,microbiology,polished,7.6,8.7,5,9.5,9,6.5,7,7.5,1.000,no,Medium,vignette_validation:warn,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
cmpnjj3vc07zb1ymxjxioh00z,usmle-step-1,microbiology,polished,7.8,10,5,9.5,9,6.5,7,7.5,1.000,no,Medium,,Priority: improve highYieldValue (scored 5/10).,bulk-bank; usmle-polished; mechanism; microbiology,mechanism; microbiology
